time,ts,utm_x,utm_y,z,utm_zone_n,utm_zone_l,heading,inx_x,inx_y,inx_z,inx_yaw,raw
1785879890086,C34F180000000000,54CBAA01,1183A033,592D0000,12000000,4C000000,00730000,00000000,00000000,00000000,89FBFFFF,C34F18000000000054CBAA011183A033592D0000120000004C0000000073000000000000000000000000000089FBFFFF
1785879890086,2850180000000000,54CBAA01,1183A033,592D0000,12000000,4C000000,00730000,00000000,00000000,00000000,89FBFFFF,285018000000000054CBAA011183A033592D0000120000004C0000000073000000000000000000000000000089FBFFFF
1785879890086,8C50180000000000,54CBAA01,1183A033,592D0000,12000000,4C000000,00730000,00000000,00000000,00000000,89FBFFFF,8C5018000000000054CBAA011183A033592D0000120000004C0000000073000000000000000000000000000089FBFFFF
1785879890086,F050180000000000,54CBAA01,1183A033,592D0000,12000000,4C000000,00730000,00000000,00000000,00000000,89FBFFFF,F05018000000000054CBAA011183A033592D0000120000004C0000000073000000000000000000000000000089FBFFFF
1785879890086,5451180000000000,54CBAA01,1183A033,592D0000,12000000,4C000000,00730000,00000000,00000000,00000000,89FBFFFF,545118000000000054CBAA011183A033592D0000120000004C0000000073000000000000000000000000000089FBFFFF
1785879890086,B851180000000000,54CBAA01,1183A033,592D0000,12000000,4C000000,00730000,00000000,00000000,00000000,89FBFFFF,B85118000000000054CBAA011183A033592D0000120000004C0000000073000000000000000000000000000089FBFFFF
1785879890086,1C52180000000000,54CBAA01,1183A033,592D0000,12000000,4C000000,00730000,00000000,00000000,00000000,89FBFFFF,1C5218000000000054CBAA011183A033592D0000120000004C0000000073000000000000000000000000000089FBFFFF
1785879890086,8052180000000000,54CBAA01,1183A033,592D0000,12000000,4C000000,01730000,00000000,00000000,00000000,8AFBFFFF,805218000000000054CBAA011183A033592D0000120000004C000000017300000000000000000000000000008AFBFFFF
1785879890086,E552180000000000,54CBAA01,1183A033,592D0000,12000000,4C000000,01730000,00000000,00000000,00000000,8AFBFFFF,E55218000000000054CBAA011183A033592D0000120000004C000000017300000000000000000000000000008AFBFFFF
1785879890086,4953180000000000,54CBAA01,1183A033,592D0000,12000000,4C000000,00730000,00000000,00000000,00000000,89FBFFFF,495318000000000054CBAA011183A033592D0000120000004C0000000073000000000000000000000000000089FBFFFF
1785879891086,AD53180000000000,54CBAA01,1183A033,592D0000,12000000,4C000000,01730000,00000000,00000000,00000000,8AFBFFFF,AD5318000000000054CBAA011183A033592D0000120000004C000000017300000000000000000000000000008AFBFFFF
