date,speed_kmh,gear
2026-08-10 13:37:57,0.0,
2026-08-10 13:37:57,0.0,0
2026-08-10 13:37:57,0.0,0
2026-08-10 13:37:57,0.0,0
2026-08-10 13:37:57,0.0,0
2026-08-10 13:37:57,0.0,0
2026-08-10 13:37:57,0.0,0
2026-08-10 13:37:57,0.0,0
2026-08-10 13:37:57,0.0,0
2026-08-10 13:37:57,0.0,0
2026-08-10 13:37:57,0.0,0
2026-08-10 13:37:57,0.0,0
2026-08-10 13:37:58,0.0,0
2026-08-10 13:37:58,0.0,0
2026-08-10 13:37:58,0.0,0
2026-08-10 13:37:58,0.0,0
2026-08-10 13:37:58,0.0,0
2026-08-10 13:37:58,0.0,0
2026-08-10 13:37:58,0.0,0
2026-08-10 13:37:58,0.0,0
2026-08-10 13:37:58,0.0,0
2026-08-10 13:37:58,0.0,0
2026-08-10 13:37:58,0.0,0
2026-08-10 13:37:58,0.0,0
2026-08-10 13:37:58,0.0,0
2026-08-10 13:37:58,0.0,0
2026-08-10 13:37:58,0.0,0
2026-08-10 13:37:58,0.0,0
2026-08-10 13:37:58,0.0,0
2026-08-10 13:37:58,0.0,0
2026-08-10 13:37:58,0.0,0
2026-08-10 13:37:58,0.0,0
2026-08-10 13:37:59,0.0,0
2026-08-10 13:37:59,0.0,0
2026-08-10 13:37:59,0.0,0
2026-08-10 13:37:59,0.0,0
2026-08-10 13:37:59,0.0,0
2026-08-10 13:37:59,0.0,0
2026-08-10 13:37:59,0.0,0
2026-08-10 13:37:59,0.0,0
2026-08-10 13:37:59,0.0,0
2026-08-10 13:37:59,0.0,0
2026-08-10 13:37:59,0.0,0
2026-08-10 13:37:59,0.0,0
2026-08-10 13:37:59,0.0,0
2026-08-10 13:37:59,0.0,0
2026-08-10 13:37:59,0.0,0
2026-08-10 13:37:59,0.0,0
2026-08-10 13:37:59,0.0,0
2026-08-10 13:37:59,0.0,0
2026-08-10 13:37:59,0.0,0
2026-08-10 13:37:59,0.0,0
2026-08-10 13:38:00,0.0,0
2026-08-10 13:38:00,0.0,0
2026-08-10 13:38:00,0.0,0
2026-08-10 13:38:00,0.0,0
2026-08-10 13:38:00,0.0,0
2026-08-10 13:38:00,0.0,0
2026-08-10 13:38:00,0.0,0
2026-08-10 13:38:00,0.0,0
2026-08-10 13:38:00,0.0,0
2026-08-10 13:38:00,0.0,0
2026-08-10 13:38:00,0.0,0
2026-08-10 13:38:00,0.0,0
2026-08-10 13:38:00,0.0,0
2026-08-10 13:38:00,0.0,0
2026-08-10 13:38:00,0.0,0
2026-08-10 13:38:00,0.0,0
2026-08-10 13:38:00,0.0,0
2026-08-10 13:38:00,0.0,0
2026-08-10 13:38:00,0.0,0
2026-08-10 13:38:00,0.0,0
2026-08-10 13:38:01,0.0,0
2026-08-10 13:38:01,0.0,0
2026-08-10 13:38:01,0.0,0
2026-08-10 13:38:01,0.0,0
2026-08-10 13:38:01,0.0,0
2026-08-10 13:38:01,0.0,0
2026-08-10 13:38:01,0.0,0
2026-08-10 13:38:01,0.0,0
2026-08-10 13:38:01,0.0,0
2026-08-10 13:38:01,0.0,0
2026-08-10 13:38:01,0.0,0
2026-08-10 13:38:01,0.0,0
2026-08-10 13:38:01,0.0,0
2026-08-10 13:38:01,0.0,0
2026-08-10 13:38:01,0.0,0
2026-08-10 13:38:01,0.0,0
2026-08-10 13:38:01,0.0,0
2026-08-10 13:38:01,0.0,0
2026-08-10 13:38:01,0.0,0
2026-08-10 13:38:01,0.0,0
2026-08-10 13:38:02,0.0,0
2026-08-10 13:38:02,0.0,0
2026-08-10 13:38:02,0.0,0
2026-08-10 13:38:02,0.0,0
2026-08-10 13:38:02,0.0,0
2026-08-10 13:38:02,0.0,0
2026-08-10 13:38:02,0.0,0
2026-08-10 13:38:02,0.0,0
2026-08-10 13:38:02,0.0,0
2026-08-10 13:38:02,0.0,0
2026-08-10 13:38:02,0.0,0
2026-08-10 13:38:02,0.0,0
2026-08-10 13:38:02,0.0,0
2026-08-10 13:38:02,0.0,0
2026-08-10 13:38:02,0.0,0
2026-08-10 13:38:02,0.0,0
2026-08-10 13:38:02,0.0,0
2026-08-10 13:38:02,0.0,0
2026-08-10 13:38:02,0.0,0
2026-08-10 13:38:02,0.0,0
2026-08-10 13:38:03,0.0,0
2026-08-10 13:38:03,0.0,0
2026-08-10 13:38:03,0.0,0
2026-08-10 13:38:03,0.0,0
2026-08-10 13:38:03,0.0,0
2026-08-10 13:38:03,0.0,0
2026-08-10 13:38:03,0.0,0
2026-08-10 13:38:03,0.0,0
2026-08-10 13:38:03,0.0,0
2026-08-10 13:38:03,0.0,0
2026-08-10 13:38:03,0.0,0
2026-08-10 13:38:03,0.0,0
2026-08-10 13:38:03,0.0,0
2026-08-10 13:38:03,0.0,0
2026-08-10 13:38:03,0.0,0
2026-08-10 13:38:03,0.0,0
2026-08-10 13:38:03,0.0,0
2026-08-10 13:38:03,0.0,0
2026-08-10 13:38:03,0.0,0
2026-08-10 13:38:03,0.0,0
2026-08-10 13:38:04,0.0,0
2026-08-10 13:38:04,0.0,0
2026-08-10 13:38:04,0.0,0
2026-08-10 13:38:04,0.0,0
2026-08-10 13:38:04,0.0,0
2026-08-10 13:38:04,0.0,0
2026-08-10 13:38:04,0.0,0
2026-08-10 13:38:04,0.0,0
2026-08-10 13:38:04,0.0,0
2026-08-10 13:38:04,0.0,0
2026-08-10 13:38:04,0.0,0
2026-08-10 13:38:04,0.0,0
2026-08-10 13:38:04,0.0,0
2026-08-10 13:38:04,0.0,0
2026-08-10 13:38:04,0.0,0
2026-08-10 13:38:04,0.0,0
2026-08-10 13:38:04,0.0,0
2026-08-10 13:38:04,0.0,0
2026-08-10 13:38:04,0.0,0
2026-08-10 13:38:04,0.0,0
2026-08-10 13:38:05,0.0,0
2026-08-10 13:38:05,0.0,0
2026-08-10 13:38:05,0.0,0
2026-08-10 13:38:05,0.0,0
2026-08-10 13:38:05,0.0,0
2026-08-10 13:38:05,0.0,0
2026-08-10 13:38:05,0.0,0
2026-08-10 13:38:05,0.0,0
2026-08-10 13:38:05,0.0,0
2026-08-10 13:38:05,0.0,0
2026-08-10 13:38:05,0.0,0
2026-08-10 13:38:05,0.0,0
2026-08-10 13:38:05,0.0,0
2026-08-10 13:38:05,0.0,0
2026-08-10 13:38:05,0.0,0
2026-08-10 13:38:05,0.0,0
2026-08-10 13:38:05,0.0,0
2026-08-10 13:38:05,0.0,0
2026-08-10 13:38:05,0.0,0
2026-08-10 13:38:05,0.0,0
2026-08-10 13:38:06,0.0,0
2026-08-10 13:38:06,0.0,0
2026-08-10 13:38:06,0.0,0
2026-08-10 13:38:06,0.0,0
2026-08-10 13:38:06,0.0,0
2026-08-10 13:38:06,0.0,0
2026-08-10 13:38:06,0.0,0
2026-08-10 13:38:06,0.0,0
2026-08-10 13:38:06,0.0,0
2026-08-10 13:38:06,0.0,0
2026-08-10 13:38:06,0.0,0
2026-08-10 13:38:06,0.0,0
2026-08-10 13:38:06,0.0,0
2026-08-10 13:38:06,0.0,0
2026-08-10 13:38:06,0.0,0
2026-08-10 13:38:06,0.0,0
2026-08-10 13:38:06,0.0,0
2026-08-10 13:38:06,0.0,0
2026-08-10 13:38:06,0.0,0
2026-08-10 13:38:06,0.0,0
2026-08-10 13:38:07,0.0,0
2026-08-10 13:38:07,0.0,0
2026-08-10 13:38:07,0.0,0
2026-08-10 13:38:07,0.0,0
2026-08-10 13:38:07,0.0,0
2026-08-10 13:38:07,0.0,0
2026-08-10 13:38:07,0.0,0
2026-08-10 13:38:07,0.0,0
2026-08-10 13:38:07,0.0,0
2026-08-10 13:38:07,0.0,0
2026-08-10 13:38:07,0.0,0
2026-08-10 13:38:07,0.0,0
2026-08-10 13:38:07,0.0,0
2026-08-10 13:38:07,0.0,0
2026-08-10 13:38:07,0.0,0
2026-08-10 13:38:07,0.0,0
2026-08-10 13:38:07,0.0,0
2026-08-10 13:38:07,0.0,0
2026-08-10 13:38:07,0.0,0
2026-08-10 13:38:07,0.0,0
2026-08-10 13:38:08,0.0,0
2026-08-10 13:38:08,0.0,0
2026-08-10 13:38:08,0.0,0
2026-08-10 13:38:08,0.0,0
2026-08-10 13:38:08,0.0,0
2026-08-10 13:38:08,0.0,0
2026-08-10 13:38:08,0.0,0
2026-08-10 13:38:08,0.0,0
2026-08-10 13:38:08,0.0,0
2026-08-10 13:38:08,0.0,0
2026-08-10 13:38:08,0.0,0
2026-08-10 13:38:08,0.0,0
2026-08-10 13:38:08,0.0,0
2026-08-10 13:38:08,0.0,0
2026-08-10 13:38:08,0.0,0
2026-08-10 13:38:08,0.0,0
2026-08-10 13:38:08,0.0,0
2026-08-10 13:38:08,0.0,0
2026-08-10 13:38:08,0.0,0
2026-08-10 13:38:08,0.0,0
2026-08-10 13:38:09,0.0,0
2026-08-10 13:38:09,0.0,0
2026-08-10 13:38:09,0.0,0
2026-08-10 13:38:09,0.0,0
2026-08-10 13:38:09,0.0,0
2026-08-10 13:38:09,0.0,0
2026-08-10 13:38:09,0.0,0
2026-08-10 13:38:09,0.0,0
2026-08-10 13:38:09,0.0,0
2026-08-10 13:38:09,0.0,0
2026-08-10 13:38:09,0.0,0
2026-08-10 13:38:09,0.0,0
2026-08-10 13:38:09,0.0,0
2026-08-10 13:38:09,0.0,0
2026-08-10 13:38:09,0.0,0
2026-08-10 13:38:09,0.0,0
2026-08-10 13:38:09,0.0,0
2026-08-10 13:38:09,0.0,0
2026-08-10 13:38:09,0.0,0
2026-08-10 13:38:09,0.0,0
2026-08-10 13:38:10,0.0,0
2026-08-10 13:38:10,0.0,0
2026-08-10 13:38:10,0.0,0
2026-08-10 13:38:10,0.0,0
2026-08-10 13:38:10,0.0,0
2026-08-10 13:38:10,0.0,0
2026-08-10 13:38:10,0.0,0
2026-08-10 13:38:10,0.0,0
2026-08-10 13:38:10,0.0,0
2026-08-10 13:38:10,0.0,0
2026-08-10 13:38:10,0.0,0
2026-08-10 13:38:10,0.0,0
2026-08-10 13:38:10,0.0,0
2026-08-10 13:38:10,0.0,0
2026-08-10 13:38:10,0.0,0
2026-08-10 13:38:10,0.0,0
2026-08-10 13:38:10,0.0,0
2026-08-10 13:38:10,0.0,0
2026-08-10 13:38:10,0.0,0
2026-08-10 13:38:10,0.0,0
2026-08-10 13:38:11,0.0,0
2026-08-10 13:38:11,0.0,0
2026-08-10 13:38:11,0.0,0
2026-08-10 13:38:11,0.0,0
2026-08-10 13:38:11,0.0,0
2026-08-10 13:38:11,0.0,0
2026-08-10 13:38:11,0.0,0
2026-08-10 13:38:11,0.0,0
2026-08-10 13:38:11,0.0,0
2026-08-10 13:38:11,0.0,0
2026-08-10 13:38:11,0.0,0
2026-08-10 13:38:11,0.0,0
2026-08-10 13:38:11,0.0,0
2026-08-10 13:38:11,0.0,0
2026-08-10 13:38:11,0.0,0
2026-08-10 13:38:11,0.0,0
2026-08-10 13:38:11,0.0,0
2026-08-10 13:38:11,0.0,0
2026-08-10 13:38:11,0.0,0
2026-08-10 13:38:11,0.0,0
2026-08-10 13:38:12,0.0,0
2026-08-10 13:38:12,0.0,0
2026-08-10 13:38:12,0.0,0
2026-08-10 13:38:12,0.0,0
2026-08-10 13:38:12,0.0,0
2026-08-10 13:38:12,0.0,0
2026-08-10 13:38:12,0.0,0
2026-08-10 13:38:12,0.0,0
2026-08-10 13:38:12,0.0,0
2026-08-10 13:38:12,0.0,0
2026-08-10 13:38:12,0.0,0
2026-08-10 13:38:12,0.0,0
2026-08-10 13:38:12,0.0,0
2026-08-10 13:38:12,0.0,0
2026-08-10 13:38:12,0.0,0
2026-08-10 13:38:12,0.0,0
2026-08-10 13:38:12,0.0,0
2026-08-10 13:38:12,0.0,0
2026-08-10 13:38:12,0.0,0
2026-08-10 13:38:12,0.0,0
2026-08-10 13:38:13,0.0,0
2026-08-10 13:38:13,0.0,0
2026-08-10 13:38:13,0.0,0
2026-08-10 13:38:13,0.0,0
2026-08-10 13:38:13,0.0,0
2026-08-10 13:38:13,0.0,0
2026-08-10 13:38:13,0.0,0
2026-08-10 13:38:13,0.0,0
2026-08-10 13:38:13,0.0,0
2026-08-10 13:38:13,0.0,0
2026-08-10 13:38:13,0.0,0
2026-08-10 13:38:13,0.0,0
